Picture Path,Label,width,height,Luminance,RGB,LBP
./Multi-class Weather Dataset/Rain/rain167.jpg,Pluvieux,900,600,0.21956075828038782,"[115.37283256102597, 115.02636292361005, 119.78182794641052]","[7902, 10678, 6151, 11753, 17558, 15754, 8394, 10627, 12574, 17247]"
./Multi-class Weather Dataset/Sunrise/sunrise310.jpg,Lever du soleil,260,174,0.2866190826379434,"[190.06423887687757, 110.35733554357583, 22.804617565619786]","[434, 3306, 1469, 11807, 31238, 31732, 6940, 7407, 20486, 3819]"
./Multi-class Weather Dataset/Rain/rain49.jpg,Pluvieux,590,332,0.07227238522382548,"[120.72212739594396, 128.16789888147136, 137.32667455305213]","[3294, 6417, 6641, 17396, 27944, 20770, 11177, 7431, 7498, 10070]"
./Multi-class Weather Dataset/Cloudy/cloudy11.jpg,Nuageux,1024,675,0.15890955278796695,"[150.30159708525093, 151.4561221030572, 160.60868487541936]","[5454, 6905, 7380, 15691, 25866, 18863, 9564, 7931, 8466, 12518]"
./Multi-class Weather Dataset/Cloudy/cloudy258.jpg,Nuageux,258,169,0.15715807626341544,"[94.89988251419233, 105.9928085791968, 111.98503641329086]","[86, 1143, 296, 9139, 18524, 50925, 6327, 7035, 23086, 2077]"
./Multi-class Weather Dataset/Cloudy/cloudy12.jpg,Nuageux,300,168,0.1371970611768059,"[100.95840102875975, 104.11584781541328, 126.93629903177101]","[309, 1622, 1536, 13546, 39401, 35773, 7891, 5113, 11157, 2290]"
./Multi-class Weather Dataset/Cloudy/cloudy295.jpg,Nuageux,281,159,0.2081520375596676,"[113.50344792298841, 119.31865580589692, 129.11049078920752]","[550, 2363, 2251, 15168, 36688, 29453, 7760, 6161, 15184, 3060]"
./Multi-class Weather Dataset/Cloudy/cloudy190.jpg,Nuageux,256,153,0.20195797156289136,"[138.80915431159283, 137.88109397126132, 142.8909993662444]","[466, 2034, 1809, 14690, 42076, 31969, 7823, 5612, 9505, 2654]"
./Multi-class Weather Dataset/Shine/shine13.jpg,Ensoleillé,284,177,0.2365696388182008,"[133.58776372900124, 170.91484876789056, 188.30616441928387]","[541, 3696, 1660, 12145, 31108, 36901, 8755, 7726, 11566, 4540]"
./Multi-class Weather Dataset/Shine/shine23.jpg,Ensoleillé,259,194,0.16439512353583816,"[156.66338778468955, 193.30123111508328, 228.02064177108093]","[678, 3205, 2330, 12721, 28936, 36730, 7579, 5757, 15354, 5348]"
./Multi-class Weather Dataset/Cloudy/cloudy158.jpg,Nuageux,468,351,0.20117591625836012,"[115.49507110785541, 123.89427429712656, 129.4395651056154]","[245, 1688, 710, 13801, 23630, 37555, 9248, 8979, 20170, 2612]"
./Multi-class Weather Dataset/Cloudy/cloudy119.jpg,Nuageux,490,326,0.15909680369437962,"[69.17671337914496, 97.19789401372242, 122.2036856603702]","[711, 2406, 1467, 14578, 13891, 29915, 6759, 10123, 34898, 3890]"
./Multi-class Weather Dataset/Shine/shine181.jpg,Ensoleillé,259,172,0.2127468705105918,"[83.09116874968392, 142.65688092400833, 216.5144734533834]","[449, 2157, 1549, 14795, 27574, 35478, 8155, 8037, 17517, 2927]"
./Multi-class Weather Dataset/Shine/shine162.jpg,Ensoleillé,262,161,0.1966930470757923,"[159.06189535077294, 205.7400965805644, 227.05530979745106]","[312, 2640, 772, 11851, 22299, 32960, 7119, 9269, 28124, 3292]"
./Multi-class Weather Dataset/Shine/shine237.jpg,Ensoleillé,220,165,0.15410665302013474,"[163.0396500936673, 169.43194667022792, 206.41355215023853]","[536, 2488, 2179, 14933, 39446, 32358, 8087, 5588, 9605, 3418]"
./Multi-class Weather Dataset/Rain/rain96.jpg,Pluvieux,700,415,0.1144219489156345,"[119.23506765986657, 127.65222215505361, 120.31779387453851]","[1825, 6780, 4108, 15200, 21993, 26330, 11952, 8821, 12159, 9470]"
./Multi-class Weather Dataset/Sunrise/sunrise283.jpg,Lever du soleil,380,164,0.20872821663286958,"[157.88785903599606, 137.99290383351035, 119.74546977333358]","[729, 3603, 2129, 13061, 29304, 33018, 7698, 6762, 17656, 4678]"
./Multi-class Weather Dataset/Cloudy/cloudy293.jpg,Nuageux,226,151,0.10910734927684715,"[162.0915596117496, 162.0915596117496, 162.0915596117496]","[50, 918, 126, 11659, 16994, 45711, 7058, 9795, 24988, 1339]"
./Multi-class Weather Dataset/Rain/rain10.jpg,Pluvieux,660,400,0.15567173503028792,"[88.84572311095518, 89.18531320066083, 88.94675412283586]","[2720, 6218, 5614, 16533, 24345, 23399, 12089, 7574, 9567, 10579]"
./Multi-class Weather Dataset/Sunrise/sunrise334.jpg,Lever du soleil,228,152,0.14582495848479407,"[141.48367417453724, 108.85538432827171, 86.12261926775147]","[704, 4265, 2768, 13040, 44016, 31065, 7516, 5465, 5351, 4448]"
./Multi-class Weather Dataset/Sunrise/sunrise285.jpg,Lever du soleil,259,156,0.11916099130341685,"[156.52292188211197, 38.442579132529204, 5.288319299044151]","[284, 2225, 507, 8460, 11395, 30506, 3228, 7133, 51114, 3786]"
./Multi-class Weather Dataset/Sunrise/sunrise207.jpg,Lever du soleil,251,201,0.25169252943618664,"[192.40050945417994, 156.21036366931338, 98.89219891866433]","[397, 3116, 1345, 12318, 30054, 37287, 8441, 7584, 13799, 4297]"
./Multi-class Weather Dataset/Rain/rain119.jpg,Pluvieux,350,200,0.22276280354508424,"[95.45711204989126, 91.89220504286148, 96.73543991886031]","[2088, 6588, 5808, 17210, 38016, 21423, 9299, 6742, 4956, 6508]"
./Multi-class Weather Dataset/Rain/rain5.jpg,Pluvieux,300,168,0.14003699170369963,"[140.85316437266096, 138.39551609333645, 137.9795773171328]","[1534, 5586, 4181, 14560, 34551, 30720, 8960, 6459, 6161, 5926]"
./Multi-class Weather Dataset/Rain/rain215.jpg,Pluvieux,303,171,0.13262259237517796,"[91.09368967995077, 121.46741492502402, 79.39663013747703]","[1791, 5876, 5548, 17902, 37057, 23005, 9218, 6760, 5240, 6241]"
./Multi-class Weather Dataset/Cloudy/cloudy42.jpg,Nuageux,260,194,0.12952455593504122,"[110.59843415473962, 122.45507061791963, 147.3118229798842]","[255, 2179, 1509, 12277, 39352, 37115, 8358, 5402, 9362, 2829]"
./Multi-class Weather Dataset/Sunrise/sunrise107.jpg,Lever du soleil,259,194,0.24233793012381247,"[132.03012838292747, 80.51698200355283, 25.71209003439033]","[531, 2930, 1495, 12471, 23444, 37458, 7363, 7655, 21099, 4192]"
./Multi-class Weather Dataset/Rain/rain181.jpg,Pluvieux,618,416,0.26417649393198084,"[156.48678319235827, 155.88505316593336, 151.95805695424315]","[8490, 10534, 9051, 12456, 13764, 11635, 9748, 11174, 13118, 18668]"
./Multi-class Weather Dataset/Sunrise/sunrise280.jpg,Lever du soleil,243,162,0.16620901532122243,"[152.43388781023998, 63.80026731132732, 3.433350560107217]","[330, 2640, 1039, 9917, 28464, 39647, 6237, 6425, 20180, 3759]"
./Multi-class Weather Dataset/Shine/shine218.jpg,Ensoleillé,226,181,0.22198382184366341,"[123.3687188456165, 178.44716213923869, 217.42317392245738]","[423, 2509, 1473, 12265, 28427, 36686, 7425, 7016, 18784, 3630]"
./Multi-class Weather Dataset/Cloudy/cloudy121.jpg,Nuageux,211,239,0.2525775163616664,"[95.7439052385197, 131.82099485409395, 169.33397528748168]","[645, 3204, 2901, 14250, 40211, 27597, 7152, 4592, 14602, 3484]"
./Multi-class Weather Dataset/Shine/shine160.jpg,Ensoleillé,180,178,0.19206203319410514,"[86.56743333712639, 132.25530553026854, 221.27911611240708]","[355, 2238, 1688, 14341, 41235, 33468, 8010, 6005, 8513, 2785]"
./Multi-class Weather Dataset/Rain/rain109.jpg,Pluvieux,640,480,0.13747567886472964,"[97.49949294281765, 95.53058414172736, 92.73197882555547]","[5526, 7285, 8313, 18642, 20414, 13928, 9739, 9661, 11055, 14075]"
./Multi-class Weather Dataset/Shine/shine113.jpg,Ensoleillé,1920,1200,0.27552129667016106,"[137.71960383161382, 170.74253002700442, 205.38909539945044]","[4061, 7183, 4431, 12755, 17272, 21631, 9187, 10823, 17752, 13543]"
./Multi-class Weather Dataset/Cloudy/cloudy130.jpg,Nuageux,728,410,0.15101783836564633,"[178.5090067184418, 186.81832035793758, 201.69897259678604]","[2202, 4889, 4372, 16240, 27277, 26176, 11060, 7506, 9782, 9134]"
./Multi-class Weather Dataset/Cloudy/cloudy60.jpg,Nuageux,1077,1600,0.16044386574633684,"[121.85324655543545, 124.30851120504181, 130.59349159839175]","[1030, 3831, 2575, 12859, 33755, 33063, 9762, 6753, 9247, 5763]"
./Multi-class Weather Dataset/Cloudy/cloudy237.jpg,Nuageux,247,252,0.1300181180241639,"[169.11214833938115, 181.8010306299415, 175.78104138218782]","[140, 1927, 481, 8224, 18936, 47633, 5223, 6223, 26799, 3052]"
./Multi-class Weather Dataset/Rain/rain53.jpg,Pluvieux,725,400,0.13010104009569864,"[108.47492200538613, 118.84777432188675, 115.38741226593713]","[4668, 8839, 7996, 15967, 24255, 17393, 10484, 9071, 7963, 12002]"
./Multi-class Weather Dataset/Shine/shine158.jpg,Ensoleillé,269,168,0.21275579914524131,"[129.61639905900722, 181.9611186906282, 217.23359890617888]","[659, 3092, 2285, 13323, 31753, 33216, 7684, 6761, 15789, 4076]"
./Multi-class Weather Dataset/Sunrise/sunrise114.jpg,Lever du soleil,1280,720,0.1547798284470542,"[155.12558640833882, 129.52992404546814, 100.9919233693041]","[1907, 6286, 1184, 10935, 10579, 26802, 7155, 10708, 32904, 10178]"
./Multi-class Weather Dataset/Rain/rain106.jpg,Pluvieux,666,338,0.2569975405186828,"[116.10045352643124, 115.87715146996536, 112.83670539529915]","[3392, 7351, 6891, 17370, 31542, 19942, 9453, 7533, 5941, 9223]"
./Multi-class Weather Dataset/Shine/shine164.jpg,Ensoleillé,281,183,0.11977244077224593,"[138.19780689207926, 171.5720497635138, 208.65999814035132]","[178, 1381, 373, 11308, 6315, 35552, 4075, 9772, 47358, 2326]"
./Multi-class Weather Dataset/Sunrise/sunrise115.jpg,Lever du soleil,299,169,0.15709911841100532,"[144.34454067994656, 135.0690264186011, 128.83166439083598]","[240, 2533, 880, 11815, 23010, 41410, 6788, 8186, 19977, 3799]"
./Multi-class Weather Dataset/Sunrise/sunrise113.jpg,Lever du soleil,275,183,0.1389077281623202,"[168.3476437052736, 150.24210070761475, 151.1796801904744]","[381, 2578, 686, 10428, 16804, 41826, 5163, 8548, 28384, 3840]"
./Multi-class Weather Dataset/Shine/shine65.jpg,Ensoleillé,1600,1200,0.15580290384532022,"[97.72503510547843, 151.13404774397748, 211.49527508313105]","[9992, 10809, 3939, 7517, 7155, 12271, 8021, 13248, 22503, 23183]"
./Multi-class Weather Dataset/Sunrise/sunrise189.jpg,Lever du soleil,612,408,0.19892269172426522,"[199.76568492493973, 138.37786388530657, 72.4998202251808]","[4210, 8575, 5215, 12240, 28592, 22075, 8760, 8965, 8678, 11328]"
./Multi-class Weather Dataset/Sunrise/sunrise108.jpg,Lever du soleil,300,168,0.17867346451978441,"[168.78452308703788, 118.06057018646007, 45.793538497888534]","[1093, 3552, 2356, 11897, 16962, 36310, 5870, 6816, 27423, 6359]"
./Multi-class Weather Dataset/Cloudy/cloudy160.jpg,Nuageux,303,160,0.15667220517901756,"[114.93892423801817, 115.82139154402468, 119.11489388939462]","[204, 1300, 849, 13149, 32678, 38465, 7686, 7045, 15608, 1654]"
./Multi-class Weather Dataset/Rain/rain201.jpg,Pluvieux,615,414,0.17951319535731952,"[80.49349106499393, 79.22330080528583, 81.29084865831352]","[5231, 9115, 7773, 15935, 23789, 17038, 9739, 9414, 7935, 12669]"
./Multi-class Weather Dataset/Shine/shine69.jpg,Ensoleillé,640,430,0.14923843471005194,"[157.61171655055716, 180.78331800308501, 209.32654587906066]","[1256, 3838, 2672, 15394, 23992, 29858, 10369, 7978, 16980, 6301]"
./Multi-class Weather Dataset/Cloudy/cloudy63.jpg,Nuageux,275,183,0.09011405096555715,"[37.780969175928035, 66.26709016477646, 95.87576796115073]","[203, 1693, 768, 12001, 25967, 40664, 8107, 7360, 19214, 2661]"
./Multi-class Weather Dataset/Cloudy/cloudy153.jpg,Nuageux,1280,720,0.1964320610493822,"[142.56680952508893, 159.42803870808677, 161.96405926010215]","[3139, 5777, 4250, 13625, 16239, 22793, 10837, 9991, 20090, 11897]"
./Multi-class Weather Dataset/Rain/rain79.jpg,Pluvieux,300,168,0.25955067275553684,"[115.93872022981675, 115.59411972370783, 114.15102247093047]","[1983, 5286, 5331, 18089, 34804, 24230, 9743, 6621, 6234, 6317]"
./Multi-class Weather Dataset/Cloudy/cloudy239.jpg,Nuageux,297,167,0.2226188832591812,"[119.2108756324386, 122.025606519412, 122.14418875592138]","[237, 1484, 730, 13006, 28781, 37624, 8278, 8080, 18397, 2021]"
./Multi-class Weather Dataset/Shine/shine245.jpg,Ensoleillé,261,174,0.2549551257096241,"[96.29885232545644, 163.11039853114096, 219.38212975079654]","[260, 1991, 633, 10680, 17173, 43934, 7230, 8249, 25436, 3052]"
./Multi-class Weather Dataset/Rain/rain1.jpg,Pluvieux,360,270,0.09708094873181132,"[132.83306116874442, 132.87202627425447, 124.75451797827213]","[3430, 7356, 5635, 13855, 36604, 17954, 9336, 7624, 7044, 9800]"
./Multi-class Weather Dataset/Sunrise/sunrise338.jpg,Lever du soleil,266,177,0.2369680171883219,"[205.94483866494082, 115.86344907275705, 17.755124668898244]","[408, 2137, 988, 9453, 18172, 39699, 4657, 6568, 33379, 3177]"
./Multi-class Weather Dataset/Cloudy/cloudy134.jpg,Nuageux,800,600,0.1368094570985491,"[150.84609783938325, 153.67285391669407, 155.81000969071883]","[5181, 7773, 5681, 13990, 21584, 18641, 9772, 9410, 11580, 15026]"
./Multi-class Weather Dataset/Shine/shine183.jpg,Ensoleillé,300,111,0.21687038042081636,"[106.37846836990467, 135.3999253506465, 147.18233493115613]","[616, 2808, 2457, 16028, 42963, 28625, 6704, 5962, 9752, 2723]"
./Multi-class Weather Dataset/Sunrise/sunrise8.jpg,Lever du soleil,400,266,0.11544719860682764,"[152.89802724464337, 84.62161796151949, 58.821979466949884]","[1329, 6064, 2324, 11512, 28470, 30754, 7933, 7974, 13660, 8618]"
./Multi-class Weather Dataset/Rain/rain114.jpg,Pluvieux,275,183,0.1954147902566911,"[171.2252215642332, 171.30772500300284, 173.19051027337363]","[1850, 4389, 3855, 14374, 21376, 31193, 8481, 7462, 20002, 5656]"
./Multi-class Weather Dataset/Shine/shine36.jpg,Ensoleillé,300,168,0.2741394696712785,"[138.66366709417514, 172.4741861139559, 207.31290462504637]","[477, 2593, 1632, 12571, 25454, 33763, 8228, 7204, 23100, 3616]"
./Multi-class Weather Dataset/Shine/shine230.jpg,Ensoleillé,230,168,0.16623662419628182,"[123.96802438141658, 154.25377428342944, 186.9178762943787]","[457, 3016, 1526, 11449, 36691, 37741, 7798, 6146, 9899, 3915]"
./Multi-class Weather Dataset/Rain/rain52.jpg,Pluvieux,2244,1458,0.0746753919311581,"[131.62058557334075, 144.79292673669062, 126.30641537966335]","[1313, 4281, 2842, 14353, 32508, 28555, 10419, 6978, 10415, 6974]"
./Multi-class Weather Dataset/Cloudy/cloudy179.jpg,Nuageux,285,153,0.21732918125257644,"[120.93148860662266, 130.1634952544716, 139.58743394427796]","[193, 1394, 1137, 12423, 45415, 37179, 8021, 4497, 6455, 1924]"
./Multi-class Weather Dataset/Shine/shine188.jpg,Ensoleillé,264,165,0.2041796600382227,"[143.86585400546198, 175.82797584616648, 204.4819793523681]","[301, 1819, 1085, 13187, 33180, 37308, 9190, 6690, 13159, 2719]"
./Multi-class Weather Dataset/Shine/shine167.jpg,Ensoleillé,300,188,0.10892521565244848,"[117.65686103683052, 177.71873261518232, 237.0247875891367]","[333, 2050, 805, 11278, 15910, 29812, 6270, 7857, 41056, 3267]"
./Multi-class Weather Dataset/Rain/rain169.jpg,Pluvieux,850,532,0.21995986229991446,"[134.4429593266386, 142.08194893552235, 141.89343501871238]","[7160, 9729, 7681, 13421, 17814, 16380, 9776, 10128, 10839, 15710]"
./Multi-class Weather Dataset/Cloudy/cloudy172.jpg,Nuageux,231,154,0.21333855998619067,"[99.05006922976828, 106.35540948357608, 125.0705972422411]","[312, 1865, 1533, 13943, 42748, 33163, 7318, 5471, 9904, 2381]"
./Multi-class Weather Dataset/Cloudy/cloudy85.jpg,Nuageux,259,194,0.13606704738698575,"[120.17114088656248, 129.09406332182775, 140.38603040341206]","[118, 1203, 549, 11917, 23967, 37727, 6995, 7552, 26910, 1700]"
./Multi-class Weather Dataset/Shine/shine190.jpg,Ensoleillé,198,159,0.155151394767255,"[112.87185028590123, 165.33159630030008, 214.19109579271608]","[85, 1323, 255, 9222, 11983, 48586, 3951, 8373, 32475, 2385]"
./Multi-class Weather Dataset/Sunrise/sunrise222.jpg,Lever du soleil,232,174,0.17902104927308088,"[162.36693015201706, 80.61880122594573, 10.715543291356902]","[384, 4030, 1069, 8972, 21748, 32162, 4343, 7427, 33758, 4745]"
./Multi-class Weather Dataset/Cloudy/cloudy236.jpg,Nuageux,241,181,0.19304689344568385,"[125.68390312073282, 126.79741531223132, 128.22827220462668]","[155, 1518, 735, 12384, 27132, 38346, 7196, 7834, 21194, 2144]"
./Multi-class Weather Dataset/Cloudy/cloudy65.jpg,Nuageux,267,189,0.11684601459368033,"[79.32232551701394, 87.57083845658643, 91.73621308228603]","[383, 2027, 1165, 12439, 25419, 36623, 7167, 7922, 22839, 2654]"
./Multi-class Weather Dataset/Shine/shine226.jpg,Ensoleillé,229,171,0.13967617895022086,"[190.7223383844131, 215.3482297514287, 243.24882764428344]","[273, 1957, 593, 11196, 13499, 30240, 5640, 8702, 43251, 3287]"
./Multi-class Weather Dataset/Rain/rain97.jpg,Pluvieux,539,303,0.25033320094221684,"[128.08787649983563, 142.107150039669, 169.21092650278578]","[5116, 9183, 7047, 14192, 22598, 18051, 10226, 9717, 9535, 12973]"
./Multi-class Weather Dataset/Sunrise/sunrise137.jpg,Lever du soleil,320,213,0.23148817030155164,"[208.60215358380114, 111.88419222234866, 11.743332230977849]","[417, 2277, 431, 11992, 14952, 33565, 5913, 10410, 34948, 3733]"
./Multi-class Weather Dataset/Shine/shine157.jpg,Ensoleillé,314,177,0.14423540227917764,"[129.33343895927106, 174.4016991288626, 225.22017476483083]","[281, 2019, 1134, 12409, 34085, 38515, 8536, 6075, 12325, 3259]"
./Multi-class Weather Dataset/Cloudy/cloudy135.jpg,Nuageux,1600,706,0.12795672043898662,"[171.32934816021216, 177.07438390576797, 200.1270039953472]","[2260, 5272, 3732, 14491, 20727, 27565, 11314, 9031, 14711, 9535]"
./Multi-class Weather Dataset/Sunrise/sunrise47.jpg,Lever du soleil,440,267,0.20413610687823058,"[81.78757708586204, 119.47620136992363, 155.102596896652]","[1256, 3765, 2931, 15561, 20326, 30050, 9956, 9447, 19770, 5576]"
./Multi-class Weather Dataset/Sunrise/sunrise83.jpg,Lever du soleil,380,133,0.2100569908138843,"[180.32223747344864, 126.0805827785996, 82.1097750483614]","[418, 2908, 1184, 10499, 22807, 39440, 6607, 6949, 23729, 4097]"
./Multi-class Weather Dataset/Cloudy/cloudy260.jpg,Nuageux,226,151,0.09773915493749773,"[152.46024395113707, 155.7675420712588, 163.0152253138223]","[82, 1175, 273, 12679, 20097, 41421, 8096, 10097, 23128, 1590]"
./Multi-class Weather Dataset/Rain/rain137.jpg,Pluvieux,3000,1997,0.2058499116719263,"[130.30280203750064, 129.48845717250165, 132.09919227107883]","[12419, 11809, 5905, 7291, 6614, 8676, 7474, 13161, 19328, 25961]"
./Multi-class Weather Dataset/Rain/rain113.jpg,Pluvieux,1024,683,0.19513348566594887,"[153.22997022059752, 148.82783163120163, 150.2154512308451]","[8721, 11455, 6426, 10896, 20281, 12860, 8059, 11433, 10898, 17609]"
./Multi-class Weather Dataset/Sunrise/sunrise51.jpg,Lever du soleil,300,168,0.23021344154681067,"[203.5520830370012, 166.12554199144668, 112.91354628944774]","[715, 3014, 2246, 12580, 34798, 38542, 7804, 5581, 9597, 3761]"
./Multi-class Weather Dataset/Rain/rain211.jpg,Pluvieux,960,720,0.13619978756430706,"[108.49180875462541, 126.287481436439, 109.93680421218328]","[14612, 12632, 7099, 7069, 6513, 7189, 7666, 12803, 16865, 26190]"
./Multi-class Weather Dataset/Rain/rain42.jpg,Pluvieux,468,351,0.10609232926266846,"[109.29460331797148, 114.61135301689804, 106.05654583164753]","[4028, 7594, 7751, 16865, 25438, 19154, 11171, 7921, 7413, 11303]"
./Multi-class Weather Dataset/Sunrise/sunrise276.jpg,Lever du soleil,208,167,0.22569906040543242,"[168.02630905701588, 81.311091335881, 16.97219051468543]","[950, 3375, 2317, 14615, 26440, 31602, 7865, 7996, 19258, 4220]"
./Multi-class Weather Dataset/Sunrise/sunrise39.jpg,Lever du soleil,615,412,0.20265770246971418,"[59.64251332704319, 71.69099494101806, 139.1390307331968]","[1794, 4780, 3471, 14891, 27598, 27889, 9315, 7656, 13998, 7246]"
./Multi-class Weather Dataset/Shine/shine165.jpg,Ensoleillé,209,169,0.1679180446741638,"[138.8990007285819, 184.15704476274465, 223.59643006061506]","[649, 3113, 1920, 13421, 33753, 34590, 8496, 6841, 11620, 4235]"
./Multi-class Weather Dataset/Sunrise/sunrise260.jpg,Lever du soleil,261,174,0.1948998733667605,"[216.02485920273227, 131.84584003043923, 68.80192775897056]","[139, 1370, 221, 8174, 12365, 32903, 3630, 6889, 50386, 2561]"
